Position,Account Manager 07/25,Account Manager 08/25,Account Manager 09/25,Account Manager 10/25,Account Manager 11/25,Account Manager 12/25,Bookmaker 01/26,Bookmaker 02/26,Bookmaker 03/26,Bookmaker 04/25,Bookmaker 05/25,Bookmaker 06/25,Bookmaker 07/25,Bookmaker 08/25,Bookmaker 09/25,Bookmaker 10/25,Bookmaker 11/25,Bookmaker 12/25,Bookmakers 04/26,Bookmarker 05/26,Bookmarker 06/26,Bookmarker 07/26,Bookmarker 08/26,Bookmarker 09/26,Bookmarker 10/26,Bookmarker 11/26,Bookmarker 12/26,Formula Market,Formula site,Market,Page,Price 01/25,"Price 01/26 ",Price 02/25,"Price 02/26 ",Price 03/25,"Price 03/26 ",Price 04/25,"Price 04/26 ",Price 05/25,"Price 05/26 ",Price 06/25,Price 06/26,Price 07/25,"Price 07/26 ",Price 08/25,"Price 08/26 ",Price 09/25,Price 09/26,Price 10/25,Price 10/26,Price 11/25,"Price 11/26 ",Price 12/25,Price 12/26,Site,Status 01/25,"Status 01/26 ","Status 02/26 ",Status 03/25,"Status 03/26 ",Status 04/26,"Status 05/26 ",Status 06/25,"Status 06/26 ",Status 07/25,Status 07/26,Status 08/25,"Status 08/26 ",Status 09/25,"Status 09/26 ",Status 10/25,"Status 10/26 ",Status 11/25,"Status 11/26 ",Status 12/25,Status 12/26,Topic,Traffic,Traffic 30 days (18/09),URL,Url
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Tribuna do Paraná,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Casas com cash out (https://www.notion.so/Casas-com-cash-out-2b625822504180e596f0fc0e153a9778?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f5a7e3fc4ce32018ed,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tribunapr.com.br/conteudo-publicitario/apostas/casas-de-aposta-com-cash-out/
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Tribuna do Paraná,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Casas com cash out (https://www.notion.so/Casas-com-cash-out-2b625822504180e596f0fc0e153a9778?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f5a7e3fc4ce32018ed,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tribunapr.com.br/conteudo-publicitario/apostas/casas-de-aposta-com-cash-out/
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Tribuna do Paraná,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Casas com cash out (https://www.notion.so/Casas-com-cash-out-2b625822504180e596f0fc0e153a9778?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f5a7e3fc4ce32018ed,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tribunapr.com.br/conteudo-publicitario/apostas/casas-de-aposta-com-cash-out/
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Tribuna do Paraná,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Casas com cash out (https://www.notion.so/Casas-com-cash-out-2b625822504180e596f0fc0e153a9778?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f5a7e3fc4ce32018ed,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tribunapr.com.br/conteudo-publicitario/apostas/casas-de-aposta-com-cash-out/
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Tribuna do Paraná,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Casas com cash out (https://www.notion.so/Casas-com-cash-out-2b625822504180e596f0fc0e153a9778?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f5a7e3fc4ce32018ed,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tribunapr.com.br/conteudo-publicitario/apostas/casas-de-aposta-com-cash-out/
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Tribuna do Paraná,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Casas com cash out (https://www.notion.so/Casas-com-cash-out-2b625822504180e596f0fc0e153a9778?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f5a7e3fc4ce32018ed,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tribunapr.com.br/conteudo-publicitario/apostas/casas-de-aposta-com-cash-out/
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,UmDois Esportes,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Final Libertadores 2025 (https://www.notion.so/Final-Libertadores-2025-2b625822504180409341fa1791e6915c?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4a935835ea9d4a99ad9c6bc9d3e72fbe,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.umdoisesportes.com.br/apostas/guias/apostas-esportes/final-libertadores/
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,UmDois Esportes,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Final Libertadores 2025 (https://www.notion.so/Final-Libertadores-2025-2b625822504180409341fa1791e6915c?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4a935835ea9d4a99ad9c6bc9d3e72fbe,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.umdoisesportes.com.br/apostas/guias/apostas-esportes/final-libertadores/
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Lance,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Sites de apostas (https://www.notion.so/Sites-de-apostas-2b625822504180fa8110e2f23bf7d025?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/27f25822504180e6a90ac227f8874aab,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lance.com.br/sites-de-apostas/como-apostar-em-tenis.html
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Lance,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Sites de apostas (https://www.notion.so/Sites-de-apostas-2b625822504180fa8110e2f23bf7d025?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/27f25822504180e6a90ac227f8874aab,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lance.com.br/sites-de-apostas/como-apostar-em-tenis.html
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Lance,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Sites de apostas (https://www.notion.so/Sites-de-apostas-2b625822504180fa8110e2f23bf7d025?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/27f25822504180e6a90ac227f8874aab,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lance.com.br/sites-de-apostas/como-apostar-em-tenis.html
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Lance,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Sites de apostas (https://www.notion.so/Sites-de-apostas-2b625822504180fa8110e2f23bf7d025?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/27f25822504180e6a90ac227f8874aab,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lance.com.br/sites-de-apostas/como-apostar-em-tenis.html
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Lance,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Sites de apostas (https://www.notion.so/Sites-de-apostas-2b625822504180fa8110e2f23bf7d025?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/27f25822504180e6a90ac227f8874aab,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lance.com.br/sites-de-apostas/como-apostar-em-tenis.html
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Lance,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Sites de apostas (https://www.notion.so/Sites-de-apostas-2b625822504180fa8110e2f23bf7d025?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/27f25822504180e6a90ac227f8874aab,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lance.com.br/sites-de-apostas/como-apostar-em-tenis.html
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Lance,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Sites de apostas (https://www.notion.so/Sites-de-apostas-2b625822504180fa8110e2f23bf7d025?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/27f25822504180e6a90ac227f8874aab,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lance.com.br/sites-de-apostas/como-apostar-em-tenis.html
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Lance,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Sites de apostas (https://www.notion.so/Sites-de-apostas-2b625822504180fa8110e2f23bf7d025?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/27f25822504180e6a90ac227f8874aab,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lance.com.br/sites-de-apostas/como-apostar-em-tenis.html
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Lance,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Sites de apostas (https://www.notion.so/Sites-de-apostas-2b625822504180fa8110e2f23bf7d025?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/27f25822504180e6a90ac227f8874aab,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lance.com.br/sites-de-apostas/como-apostar-em-tenis.html
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Lance,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Sites de apostas (https://www.notion.so/Sites-de-apostas-2b625822504180fa8110e2f23bf7d025?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/27f25822504180e6a90ac227f8874aab,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lance.com.br/sites-de-apostas/como-apostar-em-tenis.html
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Gazeta do Povo,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Jogos da Pragmatic (https://www.notion.so/Jogos-da-Pragmatic-2b62582250418028a16dfaf9630024b2?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f2bd91fcd761988bb5,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/jogos-pragmatic-play-que-mais-pagam/
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Gazeta do Povo,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Jogos da Pragmatic (https://www.notion.so/Jogos-da-Pragmatic-2b62582250418028a16dfaf9630024b2?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f2bd91fcd761988bb5,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/jogos-pragmatic-play-que-mais-pagam/
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Gazeta do Povo,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Jogos da Pragmatic (https://www.notion.so/Jogos-da-Pragmatic-2b62582250418028a16dfaf9630024b2?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f2bd91fcd761988bb5,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/jogos-pragmatic-play-que-mais-pagam/
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Gazeta do Povo,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Jogos da Pragmatic (https://www.notion.so/Jogos-da-Pragmatic-2b62582250418028a16dfaf9630024b2?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f2bd91fcd761988bb5,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/jogos-pragmatic-play-que-mais-pagam/
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Gazeta do Povo,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Jogos da Pragmatic (https://www.notion.so/Jogos-da-Pragmatic-2b62582250418028a16dfaf9630024b2?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f2bd91fcd761988bb5,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/jogos-pragmatic-play-que-mais-pagam/
1,,,,,,,Stake BR (https://www.notion.so/Stake-BR-15b258225041805690f9ea57d2170cf6?pvs=21),Stake BR (https://www.notion.so/Stake-BR-15b258225041805690f9ea57d2170cf6?pvs=21),,,,,,,,,,,,,,,,,,,,@Brazil,Gazeta do Povo,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Apostas VIP (https://www.notion.so/Apostas-VIP-2b6258225041809399fff2d17b22a4a1?pvs=21),,,,€0.00,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f2bd91fcd761988bb5,,Sold,Sold,,,,,,,,,,,,,,,,,,,,,,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/apostas-vip/
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Gazeta do Povo,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Apostas VIP (https://www.notion.so/Apostas-VIP-2b6258225041809399fff2d17b22a4a1?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f2bd91fcd761988bb5,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/apostas-vip/
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Gazeta do Povo,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Apostas VIP (https://www.notion.so/Apostas-VIP-2b6258225041809399fff2d17b22a4a1?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f2bd91fcd761988bb5,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/apostas-vip/
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Gazeta do Povo,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Apostas VIP (https://www.notion.so/Apostas-VIP-2b6258225041809399fff2d17b22a4a1?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/1ea25822504180f2bd91fcd761988bb5,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/apostas-vip/
,,,,,https://www.notion.so/22a25822504180769abbcd8c0042e832,,,,,,,,,,,,Brazino 777 CL (https://www.notion.so/Brazino-777-CL-23e25822504180808fcef1207dcfe184?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in nego,,,,,,,,
,,,,,https://www.notion.so/22a25822504180769abbcd8c0042e832,,,,,,,,,,,,Brazino 777 CL (https://www.notion.so/Brazino-777-CL-23e25822504180808fcef1207dcfe184?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in nego,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Mrfixitstips,https://www.notion.so/20925822504180e5985dfae1db5eed57,Free bet (https://www.notion.so/Free-bet-2b82582250418003b468c4af07da625e?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/20925822504180c990b4f4767436a373,,,,,,,,,,,,,,,,,,,,,,,,,,"Best Bookie Bonuses, Betting Offers & Free Bets of 2025"
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Mrfixitstips,https://www.notion.so/20925822504180e5985dfae1db5eed57,Free bet (https://www.notion.so/Free-bet-2b82582250418003b468c4af07da625e?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/20925822504180c990b4f4767436a373,,,,,,,,,,,,,,,,,,,,,,,,,,"Best Bookie Bonuses, Betting Offers & Free Bets of 2025"
3,,,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,,Bet TOM (https://www.notion.so/Bet-TOM-2a925822504180fd9c25ca2e2852a764?pvs=21),Bet TOM (https://www.notion.so/Bet-TOM-2a925822504180fd9c25ca2e2852a764?pvs=21),,,,,,,,,,@United Kingdom,Mrfixitstips,https://www.notion.so/20925822504180e5985dfae1db5eed57,Free bet (https://www.notion.so/Free-bet-2b82582250418003b468c4af07da625e?pvs=21),,,,,,,,,,,,,,,,,,,,,"€1,000.00",,"€1,000.00",,https://www.notion.so/20925822504180c990b4f4767436a373,,,,,,,,,,,,,,,,,,Sold,,Sold,,,,,,"Best Bookie Bonuses, Betting Offers & Free Bets of 2025"
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Mrfixitstips,https://www.notion.so/20925822504180e5985dfae1db5eed57,Free bet (https://www.notion.so/Free-bet-2b82582250418003b468c4af07da625e?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/20925822504180c990b4f4767436a373,,,,,,,,,,,,,,,,,,,,,,,,,,"Best Bookie Bonuses, Betting Offers & Free Bets of 2025"
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Mrfixitstips,https://www.notion.so/20925822504180e5985dfae1db5eed57,Free bet (https://www.notion.so/Free-bet-2b82582250418003b468c4af07da625e?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/20925822504180c990b4f4767436a373,,,,,,,,,,,,,,,,,,,,,,,,,,"Best Bookie Bonuses, Betting Offers & Free Bets of 2025"
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Mrfixitstips,https://www.notion.so/20925822504180e5985dfae1db5eed57,Free bet (https://www.notion.so/Free-bet-2b82582250418003b468c4af07da625e?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/20925822504180c990b4f4767436a373,,,,,,,,,,,,,,,,,,,,,,,,,,"Best Bookie Bonuses, Betting Offers & Free Bets of 2025"
7,,,,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,,,QuickBet (https://www.notion.so/QuickBet-2b02582250418003aa3ed698bad75ec2?pvs=21),,,,,,,,,,@United Kingdom,Mrfixitstips,https://www.notion.so/20925822504180e5985dfae1db5eed57,Free bet (https://www.notion.so/Free-bet-2b82582250418003b468c4af07da625e?pvs=21),,,,,,,,,,,,,,,,,,,,,,,€416.00,,https://www.notion.so/20925822504180c990b4f4767436a373,,,,,,,,,,,,,,,,,,,,Sold,,,,,,"Best Bookie Bonuses, Betting Offers & Free Bets of 2025"
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,@United Kingdom,Football Ground Guide,https://www.notion.so/20925822504180e5985dfae1db5eed57,Football Betting Apps (https://www.notion.so/Football-Betting-Apps-21c25822504180a29f94e8a5f9b56e68?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/20925822504180619cbfd137a02bf5b5,,,,,,,,,,,,,,,,,,,,,,,,,,https://footballgroundguide.com/betting-section/football-betting-apps.html
7,,,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,,,Netopartner (https://www.notion.so/Netopartner-2762582250418045b6d3c4c36ce10843?pvs=21),,,,,,,,,,,@United Kingdom,Football Ground Guide,https://www.notion.so/20925822504180e5985dfae1db5eed57,Football Betting Apps (https://www.notion.so/Football-Betting-Apps-21c25822504180a29f94e8a5f9b56e68?pvs=21),,,,,,,,,,,,,,,,,,,,,€500.00,,,,https://www.notion.so/20925822504180619cbfd137a02bf5b5,,,,,,,,,,,,,,,,,,Sold,,,,,,,,https://footballgroundguide.com/betting-section/football-betting-apps.html
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Placar,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Copa do Mundo (https://www.notion.so/Copa-do-Mundo-2b825822504180869bd7f5ab79b50274?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/04c70f17692b41cf854a3ab1d5b1b83a,,,,,,,,,,,,,,,,,,,,,,,,,,https://placar.com.br/apostas/onde-apostar/apostas-copa-do-mundo/
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Placar,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Copa do Mundo (https://www.notion.so/Copa-do-Mundo-2b825822504180869bd7f5ab79b50274?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/04c70f17692b41cf854a3ab1d5b1b83a,,,,,,,,,,,,,,,,,,,,,,,,,,https://placar.com.br/apostas/onde-apostar/apostas-copa-do-mundo/
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Placar,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Copa do Mundo (https://www.notion.so/Copa-do-Mundo-2b825822504180869bd7f5ab79b50274?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/04c70f17692b41cf854a3ab1d5b1b83a,,,,,,,,,,,,,,,,,,,,,,,,,,https://placar.com.br/apostas/onde-apostar/apostas-copa-do-mundo/
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Placar,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Copa do Mundo (https://www.notion.so/Copa-do-Mundo-2b825822504180869bd7f5ab79b50274?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/04c70f17692b41cf854a3ab1d5b1b83a,,,,,,,,,,,,,,,,,,,,,,,,,,https://placar.com.br/apostas/onde-apostar/apostas-copa-do-mundo/
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Placar,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Copa do Mundo (https://www.notion.so/Copa-do-Mundo-2b825822504180869bd7f5ab79b50274?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/04c70f17692b41cf854a3ab1d5b1b83a,,,,,,,,,,,,,,,,,,,,,,,,,,https://placar.com.br/apostas/onde-apostar/apostas-copa-do-mundo/
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Placar,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Copa do Mundo (https://www.notion.so/Copa-do-Mundo-2b825822504180869bd7f5ab79b50274?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/04c70f17692b41cf854a3ab1d5b1b83a,,,,,,,,,,,,,,,,,,,,,,,,,,https://placar.com.br/apostas/onde-apostar/apostas-copa-do-mundo/
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Placar,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Copa do Mundo (https://www.notion.so/Copa-do-Mundo-2b825822504180869bd7f5ab79b50274?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/04c70f17692b41cf854a3ab1d5b1b83a,,,,,,,,,,,,,,,,,,,,,,,,,,https://placar.com.br/apostas/onde-apostar/apostas-copa-do-mundo/
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Placar,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Copa do Mundo (https://www.notion.so/Copa-do-Mundo-2b825822504180869bd7f5ab79b50274?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/04c70f17692b41cf854a3ab1d5b1b83a,,,,,,,,,,,,,,,,,,,,,,,,,,https://placar.com.br/apostas/onde-apostar/apostas-copa-do-mundo/
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Placar,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Copa do Mundo (https://www.notion.so/Copa-do-Mundo-2b825822504180869bd7f5ab79b50274?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/04c70f17692b41cf854a3ab1d5b1b83a,,,,,,,,,,,,,,,,,,,,,,,,,,https://placar.com.br/apostas/onde-apostar/apostas-copa-do-mundo/
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Brazil,Placar,https://www.notion.so/16125822504180ebbde2cd2d3093abaa,Copa do Mundo (https://www.notion.so/Copa-do-Mundo-2b825822504180869bd7f5ab79b50274?pvs=21),,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/04c70f17692b41cf854a3ab1d5b1b83a,,,,,,,,,,,,,,,,,,,,,,,,,,https://placar.com.br/apostas/onde-apostar/apostas-copa-do-mundo/
1,,,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,,,Betclic AFR  (https://www.notion.so/Betclic-AFR-23e258225041806b84c5e39c625db002?pvs=21),,,,,,,,,,,@Africa FR,Afrik-foot,https://www.notion.so/20925822504180ee9c6ed90898f0d9b6,Home (https://www.notion.so/Home-2b8258225041809cbd6ef715c39accf6?pvs=21),,,,,,,,,,,,,,,,,,,,,"€5,000.00",,,,https://www.notion.so/1ea25822504180dcbae8d547101fd6f6,,,,,,,,,,,,,,,,,,Sold,,,,,,,,https://www.afrik-foot.com/
6,,,,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,,,Melbet AFR (https://www.notion.so/Melbet-AFR-24225822504180cfb1a7d496a432b3b3?pvs=21),,,,,,,,,,@Africa FR,Afrik-foot,https://www.notion.so/20925822504180ee9c6ed90898f0d9b6,Sites de paris sportifs (https://www.notion.so/Sites-de-paris-sportifs-22a2582250418087b887ecaa8a4290da?pvs=21),,,,,,,,,,,,,,,,,,,,,,,€600.00,,https://www.notion.so/1ea25822504180dcbae8d547101fd6f6,,,,,,,,,,,,,,,,,,,,Sold,,,,,,https://www.afrik-foot.com/meilleurs-sites-de-paris-sportifs
7,,,,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,,,Bet223 (https://www.notion.so/Bet223-23e2582250418068a815c9ebc4701652?pvs=21),,,,,,,,,,@Africa FR,Afrik-foot,https://www.notion.so/20925822504180ee9c6ed90898f0d9b6,Sites de paris sportifs (https://www.notion.so/Sites-de-paris-sportifs-22a2582250418087b887ecaa8a4290da?pvs=21),,,,,,,,,,,,,,,,,,,,,,,€375.00,,https://www.notion.so/1ea25822504180dcbae8d547101fd6f6,,,,,,,,,,,,,,,,,,,,Sold,,,,,,https://www.afrik-foot.com/meilleurs-sites-de-paris-sportifs
8,,,,,,https://www.notion.so/22a25822504180afa9dbc019a61189a4,,,,,,,,,,,,Goldpari AFR (https://www.notion.so/Goldpari-AFR-2b825822504180c78952e26d67b934fa?pvs=21),,,,,,,,,,@Africa FR,Afrik-foot,https://www.notion.so/20925822504180ee9c6ed90898f0d9b6,Sites de paris sportifs (https://www.notion.so/Sites-de-paris-sportifs-22a2582250418087b887ecaa8a4290da?pvs=21),,,,,,,,,,,,,,,,,,,,,,,€400.00,,https://www.notion.so/1ea25822504180dcbae8d547101fd6f6,,,,,,,,,,,,,,,,,,,,Sold,,,,,,https://www.afrik-foot.com/meilleurs-sites-de-paris-sportifs
