Article,Area,BU - Positions,Fees 01/26,Fees 02/26,Fees 03/26,Fees 04/26,Fees 05/26,Fees 06/26,Fees 07/26,Fees 08/26,Fees 09/26,Fees 10/26,Fees 11/26,Fees 12/25,Fees 12/26,Market,Nb pos.,Site,Sold pos. 02/26,Tags,Topic,Traffic 30 days (18/09),Traffic 30 days (19/02),Traffic July,URL
Best Betting Sites RU,https://www.notion.so/2c625822504180588096f40258d375a4,,0,0,0,0,0,0,0,0,0,0,0,0,0,Russia (https://www.notion.so/Russia-209258225041809c9449f559ebb5000c?pvs=21),0,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,,Sports betting,,,,https://footballwhispers.com/ru/blog/lucsie-bukmekerskie-kontory/
Best Betting Apps RU,https://www.notion.so/2c625822504180588096f40258d375a4,,0,0,0,0,0,0,0,0,0,0,0,0,0,Russia (https://www.notion.so/Russia-209258225041809c9449f559ebb5000c?pvs=21),0,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,Apps,Sports betting,,,,https://footballwhispers.com/ru/blog/lucsie-prilozeniya-dlya-stavok/
Main page FW RU,https://www.notion.so/2c625822504180588096f40258d375a4,,0,0,0,0,0,0,0,0,0,0,0,0,0,Russia (https://www.notion.so/Russia-209258225041809c9449f559ebb5000c?pvs=21),0,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,Legal,Sports betting,,,,https://footballwhispers.com/ru/
"Main page FW HU ",https://www.notion.so/2c625822504180588096f40258d375a4,"2 (https://www.notion.so/2-25c2582250418009ae17eaf860a24c53?pvs=21), 1 (https://www.notion.so/1-2d225822504180c9a8b9df39d05baa25?pvs=21), 3 (https://www.notion.so/3-2f525822504180ddb104ead693a41ef8?pvs=21), 4 (https://www.notion.so/4-2f52582250418085b1dec82d816f341f?pvs=21), 5 (https://www.notion.so/5-2f525822504180159399cb2270ce877d?pvs=21)",3000,7000,8500,0,0,0,0,0,0,0,0,1000,0,Hungary (https://www.notion.so/Hungary-20925822504180a7a229df2c54799275?pvs=21),5,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),3,,Sports betting,,,,https://footballwhispers.com/hu/
Best Betting Sites HU,https://www.notion.so/2c625822504180588096f40258d375a4,"1 (https://www.notion.so/1-22a25822504180a7ac0ce336d00dc6a9?pvs=21), 3 (https://www.notion.so/3-25c25822504180ac96facce9442b61e8?pvs=21), 4 (https://www.notion.so/4-25c258225041805088a7e2dde1156de1?pvs=21), 5 (https://www.notion.so/5-25c2582250418053bc86e574a0ef94dd?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,1000,0,Hungary (https://www.notion.so/Hungary-20925822504180a7a229df2c54799275?pvs=21),4,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,,Sports betting,,,,https://footballwhispers.com/hu/blog/a-legjobb-foci-fogadasi-oldalak/
Best Betting Apps HU,https://www.notion.so/2c625822504180588096f40258d375a4,,0,0,0,0,0,0,0,0,0,0,0,0,0,Hungary (https://www.notion.so/Hungary-20925822504180a7a229df2c54799275?pvs=21),0,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,,Sports betting,,,,https://footballwhispers.com/hu/blog/legjobb-sportfogadasi-alkalmazas-magyarorszagon/
Best Bonuses HU,https://www.notion.so/2c625822504180588096f40258d375a4,,0,0,0,0,0,0,0,0,0,0,0,0,0,Hungary (https://www.notion.so/Hungary-20925822504180a7a229df2c54799275?pvs=21),0,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,,Sports betting,,,,https://footballwhispers.com/hu/blog/sportfogadasi-bonuszok/
Casas que não limitam 2025,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-24f25822504180a6badfd9223587fcd6?pvs=21), 2 (https://www.notion.so/2-24f25822504180d58a33cd228bee5aa8?pvs=21), 3 (https://www.notion.so/3-24f258225041803eaa25c671e82d7dfc?pvs=21), 4 (https://www.notion.so/4-24f25822504180b68684e85916d23c1f?pvs=21), 5 (https://www.notion.so/5-24f25822504180c8a178d2be2425eec4?pvs=21), 6 (https://www.notion.so/6-24f258225041807c92b1e46d219e0fb8?pvs=21), 7 (https://www.notion.so/7-24f25822504180d38691c30873845f26?pvs=21), 8 (https://www.notion.so/8-24f25822504180c08d9ed7c6a4d8ae2d?pvs=21)",1100,1000,1000,0,0,0,0,0,0,0,0,1100,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),8,Tribuna do Paraná (https://www.notion.so/Tribuna-do-Paran-1ea25822504180f5a7e3fc4ce32018ed?pvs=21),1,,General,1,1,,https://www.tribunapr.com.br/conteudo-publicitario/apostas/casas-de-apostas-que-nao-limitam/
"Criar Aposta
",https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-24f25822504180249b39ecded6a87a20?pvs=21), 2 (https://www.notion.so/2-24f25822504180f49694d1c671255c0f?pvs=21), 3 (https://www.notion.so/3-24f25822504180069e2adeaead1266bb?pvs=21), 4 (https://www.notion.so/4-24f25822504180ab8a20c51bae729095?pvs=21), 5 (https://www.notion.so/5-24f25822504180b2bfebda4edbd1756e?pvs=21), 6 (https://www.notion.so/6-24f25822504180af8e05c544c538088f?pvs=21), 7 (https://www.notion.so/7-24f2582250418042b026e56ce8d23002?pvs=21), 8 (https://www.notion.so/8-24f2582250418053b71dfb96b93673d4?pvs=21), 9 (https://www.notion.so/9-24f2582250418099a13ec0988a9c05b2?pvs=21), 10 (https://www.notion.so/10-24f2582250418084ba26dc49eab79e98?pvs=21), 11 (https://www.notion.so/11-24f25822504180a88671c46d416157c6?pvs=21)",300,300,0,0,0,0,0,0,0,0,0,300,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),11,Tribuna do Paraná (https://www.notion.so/Tribuna-do-Paran-1ea25822504180f5a7e3fc4ce32018ed?pvs=21),1,,Sports betting,3,4,,https://www.tribunapr.com.br/conteudo-publicitario/apostas/casas-de-apostas-com-criar-aposta/
Saque ilimitado,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-24f25822504180dcaab6cd8d32b404f6?pvs=21), 2 (https://www.notion.so/2-24f25822504180a9846ede26d0a930c4?pvs=21), 3 (https://www.notion.so/3-24f258225041803b948dc91b5f5b1a39?pvs=21), 4 (https://www.notion.so/4-24f25822504180969eb5e80d20db9345?pvs=21), 5 (https://www.notion.so/5-24f258225041809dbf1bfa2ad79f196d?pvs=21), 6 (https://www.notion.so/6-24f25822504180d385f1cce470fafacc?pvs=21), 7 (https://www.notion.so/7-24f258225041807887e2fd83888f4a2b?pvs=21), 8 (https://www.notion.so/8-24f258225041806e95ade8de6ffe49a3?pvs=21), 9 (https://www.notion.so/9-24f25822504180588326c1f59374bdda?pvs=21), 10 (https://www.notion.so/10-24f258225041800e8257c9b30f21392e?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Tribuna do Paraná (https://www.notion.so/Tribuna-do-Paran-1ea25822504180f5a7e3fc4ce32018ed?pvs=21),0,,General,10,4,,https://www.tribunapr.com.br/conteudo-publicitario/apostas/bet-com-saque-ilimitado/
Pagamento Antecipado,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-24f25822504180478de3f7948421f5de?pvs=21), 2 (https://www.notion.so/2-24f25822504180d8bd97e5e32970f235?pvs=21), 3 (https://www.notion.so/3-24f2582250418045b913dd4b4c9a0d13?pvs=21), 4 (https://www.notion.so/4-24f25822504180db9677f5d416dd77a6?pvs=21), 5 (https://www.notion.so/5-24f2582250418083b3e3cfc40a722f91?pvs=21), 6 (https://www.notion.so/6-24f258225041808a826dec4de034812d?pvs=21), 7 (https://www.notion.so/7-24f25822504180ab9d8ce711b1eb3ca7?pvs=21), 8 (https://www.notion.so/8-24f2582250418036b085dbe323205a46?pvs=21), 9 (https://www.notion.so/9-24f2582250418094af82db45b7dd823b?pvs=21), 10 (https://www.notion.so/10-24f2582250418045b2d9f0389e671ba6?pvs=21)",1000,1000,1000,0,0,0,0,0,0,0,0,1000,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Tribuna do Paraná (https://www.notion.so/Tribuna-do-Paran-1ea25822504180f5a7e3fc4ce32018ed?pvs=21),1,Payment,Sports betting,41,3,,https://www.tribunapr.com.br/conteudo-publicitario/apostas/casas-de-apostas-com-pagamento-antecipado/
Bets que patrocinam times brasileiros,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-24f25822504180e7b470d848000990f6?pvs=21), 2 (https://www.notion.so/2-24f2582250418083892fe2d1b5dd1d93?pvs=21), 3 (https://www.notion.so/3-24f25822504180e9885acfcb0f5887a9?pvs=21), 4 (https://www.notion.so/4-24f25822504180b1be44d47224f9a93b?pvs=21), 5 (https://www.notion.so/5-24f25822504180d79f42c8de4b4836b7?pvs=21), 6 (https://www.notion.so/6-24f25822504180959b88fafb16841c1c?pvs=21), 7 (https://www.notion.so/7-24f25822504180cb9c2adb6cf5c69817?pvs=21), 8 (https://www.notion.so/8-24f258225041808e942ae90292b0c201?pvs=21), 9 (https://www.notion.so/9-24f258225041801d91c5d39d42a9f55e?pvs=21)",500,700,700,0,0,0,0,0,0,0,0,500,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),9,Gazeta do Povo (https://www.notion.so/Gazeta-do-Povo-1ea25822504180f2bd91fcd761988bb5?pvs=21),1,,Sports betting,"1,227","1,093",,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/bets-que-patrocinam-times-brasileiros/
Melhores ligas para apostar,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-24f25822504180e39cb2ec57e94362c1?pvs=21), 2 (https://www.notion.so/2-24f258225041801e83abdfca0ef26075?pvs=21), 3 (https://www.notion.so/3-24f258225041808fa7c5ec97ea124fd8?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),3,Gazeta do Povo (https://www.notion.so/Gazeta-do-Povo-1ea25822504180f2bd91fcd761988bb5?pvs=21),0,,Sports betting,117,196,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/melhores-ligas-para-apostar/
Plataforma de 10 centavos,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-24f2582250418037a787e05ee4586738?pvs=21), 2 (https://www.notion.so/2-24f25822504180f1a2dfe588bcf84f29?pvs=21), 3 (https://www.notion.so/3-24f2582250418008b134c0ed38462389?pvs=21), 4 (https://www.notion.so/4-24f25822504180ccae24e3e2ced812ea?pvs=21), 5 (https://www.notion.so/5-24f258225041802da25cdfb3f92cc4a3?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,Gazeta do Povo (https://www.notion.so/Gazeta-do-Povo-1ea25822504180f2bd91fcd761988bb5?pvs=21),0,,Sports betting,174,"2,003",,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/plataformas-10-centavos/
Super odds,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-252258225041805dbb85e58238cc6b98?pvs=21), 2 (https://www.notion.so/2-252258225041807bbf56e8f4c8fe7747?pvs=21), 3 (https://www.notion.so/3-252258225041805c8d4efd9a31848cee?pvs=21), 4 (https://www.notion.so/4-25225822504180e08b10e1b554698b38?pvs=21), 5 (https://www.notion.so/5-252258225041807f8676d2b791420415?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,Gazeta do Povo (https://www.notion.so/Gazeta-do-Povo-1ea25822504180f2bd91fcd761988bb5?pvs=21),0,,Sports betting,22,34,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/super-odds/
Slots PG,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-25225822504180a0b3c1c4d993d0c419?pvs=21), 2 (https://www.notion.so/2-25225822504180e5b626f899fbfdf690?pvs=21), 3 (https://www.notion.so/3-252258225041804aa137d96d78a39f15?pvs=21), 4 (https://www.notion.so/4-25225822504180ea9bc6c48800422eb5?pvs=21), 5 (https://www.notion.so/5-25225822504180d1b4b9ecc332c893f8?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,Gazeta do Povo (https://www.notion.so/Gazeta-do-Povo-1ea25822504180f2bd91fcd761988bb5?pvs=21),0,,Casino,13,0,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/slots-pg-soft/
Casas de apuestas,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,1 (https://www.notion.so/1-253258225041802ba133cdd1977196a7?pvs=21),0,0,0,0,0,0,0,0,0,0,0,150,0,Argentina (https://www.notion.so/Argentina-2092582250418096bbb0da1e4d872ce1?pvs=21),1,Apostar en Argentina (https://www.notion.so/Apostar-en-Argentina-253258225041806eaad9e3d67991ad93?pvs=21),0,,Sports betting,,,,https://apostarenargentina.com/
Casas de apuestas AR,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,"1 (https://www.notion.so/1-25325822504180fd86eaf7836348fdd6?pvs=21), 2 (https://www.notion.so/2-25325822504180818f7ac11ea70634ed?pvs=21), 3 (https://www.notion.so/3-2532582250418099ba91e1a77d768cc0?pvs=21), 4 (https://www.notion.so/4-2532582250418011ac3cc1a7ce83ab82?pvs=21), 5 (https://www.notion.so/5-253258225041801c86e7d76b80c67853?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,150,0,Argentina (https://www.notion.so/Argentina-2092582250418096bbb0da1e4d872ce1?pvs=21),5,Balón Latino (https://www.notion.so/Bal-n-Latino-2252582250418031bf71ede5f8883aae?pvs=21),0,,Sports betting,,,,https://balonlatino.net/casas-de-apuestas-argentina/
Apps apuestas AR,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,"1 (https://www.notion.so/1-2532582250418076b32cf76a0e6e6f6b?pvs=21), 2 (https://www.notion.so/2-25325822504180fa93dede6685f64bae?pvs=21), 3 (https://www.notion.so/3-2532582250418063ac12e32c1096349c?pvs=21), 4 (https://www.notion.so/4-253258225041806ba052e1eea9d40afc?pvs=21), 5 (https://www.notion.so/5-25325822504180c1b11fe6fa2a000e3a?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,150,0,Argentina (https://www.notion.so/Argentina-2092582250418096bbb0da1e4d872ce1?pvs=21),5,Balón Latino (https://www.notion.so/Bal-n-Latino-2252582250418031bf71ede5f8883aae?pvs=21),0,Apps,Sports betting,,,,https://balonlatino.net/mejores-apps-de-apuestas-argentina/
Casas de apuestas,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,1 (https://www.notion.so/1-25325822504180e9ba56dcddddcf7eba?pvs=21),0,0,0,0,0,0,0,0,0,0,0,0,0,Argentina (https://www.notion.so/Argentina-2092582250418096bbb0da1e4d872ce1?pvs=21),1,El Gráfico (https://www.notion.so/El-Gr-fico-253258225041803ea2c7d999e1cf014b?pvs=21),0,,Sports betting,,,,https://www.elgrafico.com.ar/articulo/mejores-casas-de-apuestas/77869/mejores-casas-de-apuestas-en-argentina
Bonos de apuestas,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,1 (https://www.notion.so/1-2532582250418039b60dfa1091848de9?pvs=21),0,0,0,0,0,0,0,0,0,0,0,0,0,Argentina (https://www.notion.so/Argentina-2092582250418096bbb0da1e4d872ce1?pvs=21),1,El Gráfico (https://www.notion.so/El-Gr-fico-253258225041803ea2c7d999e1cf014b?pvs=21),0,Bonus,Sports betting,,,,https://www.elgrafico.com.ar/articulo/mejores-codigos-promocionales/78150/mejores-bonos-de-bienvenida-para-apuestas
Apps de apuestas,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,1 (https://www.notion.so/1-253258225041800fb4f3d5d540421365?pvs=21),0,0,0,0,0,0,0,0,0,0,0,0,0,Argentina (https://www.notion.so/Argentina-2092582250418096bbb0da1e4d872ce1?pvs=21),1,El Gráfico (https://www.notion.so/El-Gr-fico-253258225041803ea2c7d999e1cf014b?pvs=21),0,Apps,Sports betting,,,,https://www.elgrafico.com.ar/articulo/mejores-apps-de-apuestas/78407/mejores-app-de-apuestas-deportivas
Casas de apuestas,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"2 (https://www.notion.so/2-246258225041807ba141c631dde17a5a?pvs=21), 3 (https://www.notion.so/3-24625822504180279000d1efa57538b2?pvs=21), 4 (https://www.notion.so/4-24625822504180f09b99c93e24fcb3c1?pvs=21), 5 (https://www.notion.so/5-24625822504180eba081c5c436889373?pvs=21), 1 (https://www.notion.so/1-2462582250418011b981f3c3b1b30a52?pvs=21), 6 (https://www.notion.so/6-28f25822504180e7b8b6d57631e793a0?pvs=21)",215.01,215.01,215.01,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,798.06,66.67,Spain (https://www.notion.so/Spain-209258225041801886dcdbe58e401542?pvs=21),6,AT Madrid (https://www.notion.so/AT-Madrid-22525822504180d4a8a3ca10d3852672?pvs=21),5,,Sports betting,,,,https://at-madrid.es/mejores-casas-de-apuestas-online-espana/
Pronosticos futbol hoy ES,https://www.notion.so/2c625822504180e19b32d1b9e62de502,1 (https://www.notion.so/1-2532582250418023b54af9e9a863802a?pvs=21),0,0,0,0,0,0,0,0,0,0,0,0,0,Spain (https://www.notion.so/Spain-209258225041801886dcdbe58e401542?pvs=21),1,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,Tips,Sports betting,,,,https://footballwhispers.com/es/blog/pronosticos-deportivas-futbol-nuestras-principales-apuestas-para-hoy/
Casas de Apuestas ES,https://www.notion.so/2c625822504180e19b32d1b9e62de502,1 (https://www.notion.so/1-25325822504180468ac7d3d5037c02b5?pvs=21),0,0,0,0,0,0,0,0,0,0,0,0,0,Spain (https://www.notion.so/Spain-209258225041801886dcdbe58e401542?pvs=21),1,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,,Sports betting,,,,https://footballwhispers.com/es/blog/casas-de-apuestas/
Futbol en vivo ES,https://www.notion.so/2c625822504180e19b32d1b9e62de502,1 (https://www.notion.so/1-2532582250418061a4d5c5393b14a229?pvs=21),0,0,0,0,0,0,0,0,0,0,0,0,0,Spain (https://www.notion.so/Spain-209258225041801886dcdbe58e401542?pvs=21),1,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,,Sports betting,,,,https://footballwhispers.com/es/blog/futbol-en-vivo/
Pronosticos La Liga ES,https://www.notion.so/2c625822504180e19b32d1b9e62de502,1 (https://www.notion.so/1-2532582250418096b35fc206623514d2?pvs=21),0,0,0,0,0,0,0,0,0,0,0,0,0,Spain (https://www.notion.so/Spain-209258225041801886dcdbe58e401542?pvs=21),1,Football Whispers (https://www.notion.so/Football-Whispers-20925822504180f7b6bdd4491f2a475c?pvs=21),0,Tips,Sports betting,,,,https://footballwhispers.com/es/blog/pronosticos-de-la-liga/
Pronósticos Champions League,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,1 (https://www.notion.so/1-246258225041809f95dfca31b71d4ebe?pvs=21),0,0,0,0,0,0,0,0,0,0,0,150,0,Rest of LATAM (https://www.notion.so/Rest-of-LATAM-2092582250418057b058c8e3813b0786?pvs=21),1,Balón Latino (https://www.notion.so/Bal-n-Latino-2252582250418031bf71ede5f8883aae?pvs=21),0,Tips,Sports betting,,,,https://balonlatino.net/pronosticos-champions-league/
Apps de apuestas,https://www.notion.so/2c625822504180e19b32d1b9e62de502,1 (https://www.notion.so/1-253258225041806c9f8ffd0fa3e3d124?pvs=21),0,0,0,0,0,0,0,0,0,0,0,250,0,Spain (https://www.notion.so/Spain-209258225041801886dcdbe58e401542?pvs=21),1,Los Apostadores (https://www.notion.so/Los-Apostadores-2532582250418071b188f896b47ea7cb?pvs=21),0,Apps,Sports betting,,,,https://losapostadores.es/top-apps-de-apuestas/
Sitios de casino,https://www.notion.so/2c625822504180e19b32d1b9e62de502,1 (https://www.notion.so/1-2532582250418052b5abdb200bb3253e?pvs=21),0,0,0,0,0,0,0,0,0,0,0,0,0,Spain (https://www.notion.so/Spain-209258225041801886dcdbe58e401542?pvs=21),1,Los Apostadores (https://www.notion.so/Los-Apostadores-2532582250418071b188f896b47ea7cb?pvs=21),0,,Casino,,,,https://losapostadores.es/mejores-sitios-de-casino-online/
Casas de apuestas,https://www.notion.so/2c625822504180e19b32d1b9e62de502,1 (https://www.notion.so/1-25325822504180cdb779fa7878351dc5?pvs=21),0,0,0,0,0,0,0,0,0,0,0,0,0,Spain (https://www.notion.so/Spain-209258225041801886dcdbe58e401542?pvs=21),1,Los Apostadores (https://www.notion.so/Los-Apostadores-2532582250418071b188f896b47ea7cb?pvs=21),0,,Sports betting,,,,https://losapostadores.es/mejores-sitios-de-apuestas/
Apuestas HP,https://www.notion.so/2c625822504180e19b32d1b9e62de502,1 (https://www.notion.so/1-253258225041800a807be011fc0be301?pvs=21),0,0,0,0,0,0,0,0,0,0,0,250,0,Spain (https://www.notion.so/Spain-209258225041801886dcdbe58e401542?pvs=21),1,Los Apostadores (https://www.notion.so/Los-Apostadores-2532582250418071b188f896b47ea7cb?pvs=21),0,,Sports betting,,,,https://losapostadores.es/
Casas apuestas PA,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,"1 (https://www.notion.so/1-24625822504180aaaffcf6daec54c4b2?pvs=21), 2 (https://www.notion.so/2-246258225041802da349cc782f3f93c6?pvs=21), 3 (https://www.notion.so/3-24625822504180489f03f964e3d3e516?pvs=21), 4 (https://www.notion.so/4-246258225041808d959adb53d9ecc2df?pvs=21), 5 (https://www.notion.so/5-24625822504180958c81fc959167259c?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Rest of LATAM (https://www.notion.so/Rest-of-LATAM-2092582250418057b058c8e3813b0786?pvs=21),5,Balón Latino (https://www.notion.so/Bal-n-Latino-2252582250418031bf71ede5f8883aae?pvs=21),0,,Sports betting,,,,https://balonlatino.net/mejores-casas-de-apuestas-en-panama/
Blueprint gaming Casinos CL,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,"1 (https://www.notion.so/1-2452582250418062aee2f6157afea347?pvs=21), 2 (https://www.notion.so/2-24525822504180828952d67c11be2af4?pvs=21), 3 (https://www.notion.so/3-245258225041809990c5d088c4e5a09c?pvs=21), 4 (https://www.notion.so/4-2452582250418098b81adad3a3c9b12e?pvs=21), 5 (https://www.notion.so/5-2452582250418050b46ef4b4c8c12c4c?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Chile (https://www.notion.so/Chile-2092582250418084b8e9fac54f748ddb?pvs=21),5,Mundo Deportivo LATAM (https://www.notion.so/Mundo-Deportivo-LATAM-209258225041801c9d77f56be4c7bda5?pvs=21),0,Provider,Casino,,,,https://www.mundodeportivo.com/us/apuestas-latam/cl/casinos-online-cl/guia-casino-blueprint-gaming/
Slots que mais pagam,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-254258225041800582fde75d0081db6c?pvs=21), 2 (https://www.notion.so/2-25425822504180f08874f02e9c7569d2?pvs=21), 3 (https://www.notion.so/3-25425822504180879be1f0d6342b7517?pvs=21), 4 (https://www.notion.so/4-254258225041809889bac484bf333efa?pvs=21), 5 (https://www.notion.so/5-25425822504180f88670ffd2d8b13de5?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,Gazeta do Povo (https://www.notion.so/Gazeta-do-Povo-1ea25822504180f2bd91fcd761988bb5?pvs=21),0,,Casino,244,2,,https://www.gazetadopovo.com.br/conteudo-publicitario/apostas/slots-que-mais-pagam/
Handicap de cartões,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-2542582250418054b50ae5bfa89d6a96?pvs=21), 2 (https://www.notion.so/2-25425822504180ca9b8de871a2af0e34?pvs=21), 3 (https://www.notion.so/3-25425822504180a1b091dbeab43a3c37?pvs=21), 4 (https://www.notion.so/4-25425822504180fd8021f228e6ad81dc?pvs=21), 5 (https://www.notion.so/5-254258225041805baba4fa88b3a6906c?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,,Sports betting,24,137,,https://placar.com.br/apostas/guias/handicap-de-cartoes/
Aviator,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-254258225041806db76cff2337da7608?pvs=21), 2 (https://www.notion.so/2-25425822504180acb5fdd6e1c9764080?pvs=21), 3 (https://www.notion.so/3-25425822504180f1901de87fb4c54a70?pvs=21), 4 (https://www.notion.so/4-25425822504180eba636c0a844c80a6a?pvs=21), 5 (https://www.notion.so/5-254258225041806ba3d4d65d19567d33?pvs=21), 6 (https://www.notion.so/6-254258225041800e8a65fb51e1f02fdc?pvs=21), 7 (https://www.notion.so/7-2542582250418000b2f1e5a4c331c38f?pvs=21), 9 (https://www.notion.so/9-25425822504180a3ac27e8ac2e20c45b?pvs=21), 8 (https://www.notion.so/8-254258225041809c957bc52cbc40f3d3?pvs=21), 10 (https://www.notion.so/10-25425822504180658a15d6b41c01b3c9?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),0,,Casino,63,9,,https://www.umdoisesportes.com.br/apostas/cassino/jogos/melhores-plataformas-com-aviator/
